,text
402,"['woah', 'thats', 'one', 'hell', 'drive', 'stay', 'week', 'though', 'thats', 'much', 'better', '2']"
403,"['eyelid', 'soooo', 'heavy', 'front', 'computer']"
404,"['morning', 'twitter', 'world', 'hope', 'wonderful', 'bless', 'lovely', 'weekend', 'stay', 'trouble']"
405,"['download', 'bomb', 'app', 'ofa', 'iphone', 'jailbreak', 'win']"
406,['aha']
407,"['want', 'phone', 'slush']"
408,"['another', 'casino', 'de', 'montreal']"
409,"['still', 'use', 'arc', 'still', 'use', 'gamer', 'community', 'though', 'number', 'drop', 'past', '2', '3', 'year']"
410,"['aw', 'suck', 'pay', 'bill', 'today', 'actually', 'expensive', 'worth']"
411,"['morning', 'everyone']"
412,"['sing', 'read', 'lyric', 'rag', 'hot', 'na', 'aman', 'si', 'singin', 'naku']"
413,"['remember', 'haha', 'quite', 'every', 'year', 'hope', 'bandwidth', 'hold']"
414,"['life', 'grand']"
415,"['must', 'choose', 'paper', 'argh', 'miss', 'youu', 'want', 'hear', 'last', 'night']"
416,"['ill', 'ya', 'later', '2', 'luck', 'sleep', 'ya']"
417,"['whats', 'matter']"
418,"['apparently', 'havent', 'try', 'site', 'tho', 'maybe', 'better', 'result']"
419,['last']
420,"['finish', 'play', 'godfather', 'bro', 'keep', 'drive', 'building', 'shoot', 'wrong', 'person']"
421,"['city', 'war', 'ready', 'quiet', 'movie', 'later', 'quite', 'possibly', 'tan']"
422,"['say', 'raining', 'wag', 'aman', 'sana', 'unit']"
423,"['still', 'cant', 'mom', 'one', 'thing', 'really', 'want']"
424,"['teeth', 'hurt', 'guess', 'throw', 'gum', 'gum']"
425,"['anybody', 'teach', 'english', 'confused', 'grammar', 'huff']"
426,"['whats', 'cool', 'snow', 'detroit', 'lately', 'haha']"
427,"['rap', 'edward', 'leg', 'bandage', 'infected', 'keep', 'ya', 'thought']"
428,"['fat', 'kid', 'prevail', 'damn', 'ice', 'cream', 'sandwich']"
429,"['youll', 'company', 'bit', 'cause', 'ill', 'soon']"
430,"['time', 'brazil', 'bring', 'back', 'swine', 'flu', 'remember', 'come', 'back', 'see', 'ex']"
431,"['haha', 'maxie', 'beat', 'whippet']"
432,"['wonder', 'much', 'twat', 'must', 'come', 'today']"
433,"['nothing', 'bolero', 'cool']"
434,"['know', 'problem', 'maybe', 'stop', 'cat', 'easy', 'though']"
435,"['bryce', 'e', 'poo', 'fam', 'hat']"
436,"['dude', 'look', 'awesome', 'tattoo', 'look', 'well', 'kool', 'sister', 'hot', 'man', 'follow']"
437,"['sweetie', 'stop', 'reason', 'use']"
438,"['nasty', 'cold']"
439,"['mommy', 'favorite', 'butterscotch', 'self', 'say', 'pudding', 'oven', '10', 'minute', 'cant', 'wait']"
440,"['yep', 'ex', 'live', 'stay', 'alive', 'never', 'want', 'someone', 'bad', 'life']"
441,['great']
442,"['ledge', 'session', 'gon', 'na', 'one']"
443,"['let', 'man']"
444,"['laptop', 'refuse', 'use', 'time', 'lol', 'lame', 'joke', 'hehe']"
445,"['miss', 'favorite', 'game', 'section']"
446,"['know', 'granny', 'would', 'actually', 'shed', 'tell', 'face', 'would']"
447,"['world', 'come', 'end']"
448,"['pass', 'badly']"
449,"['today', 'bad']"
450,"['hour', '12', 'flex', 'week', '28']"
451,"['wake', 'wake', 'inner', 'alarm', 'clock', 'today']"
452,"['sinus', 'infection', 'eww', 'yuck', 'ant', 'right', 'hope', 'havent', 'sinus', 'block']"
453,"['update', 'automatic', 'wordless', '271', 'denied', 'thats', 'one', 'big', 'piece', 'path', 'damn']"
454,"['thank', 'much', 'amor']"
455,"['voting', 'eu', 'parliament', 'today']"
456,"['delay', 'tonight', 'dine', 'brother', 'doctor', 'miss', 'dear', 'harmonic', 'performance', 'choral', 'fest', 'kid']"
457,"['morning', 'sir', 'trust', 'well']"
458,"['ill', 'miss', 'boo']"
459,"['saw', 'song']"
460,"['think', 'rainbow', 'color', 'shirt']"
461,"['discover', 'coolness', 'blip', 'case', 'want', 'clear']"
462,"['ah', 'sleep', 'til', 'defiantly', 'early', 'want', 'back', 'bed']"
463,"['ive', '27', 'follower']"
464,"['welcome', 'give', 'sign', 'code', 'rainforest', 'alliance', 'enjoy']"
465,"['try', '2', 'reply', '2', 'ur', 'post', 'option', 'favor', 'reply', 'option', 'inside', 'gray', 'area', 'strange', 'indeed', 'girl']"
466,"['hey', 'thanks', 'come', 'melbourne', 'best', 'time', 'plus', 'check', 'stuff']"
467,"['wake', 'ready', 'start']"
468,"['many', 'sooo', 'worth', 'ifthis', 'weekend', 'drunken', 'hungover', 'summertime']"
469,"['sometimes', 'game', 'cruel', 'real', 'last', 'night', 'win', '128600', 'wheel', 'fortune']"
470,"['nice', 'relaxing', 'mum', 'atm', 'believe', 'listen', 'ipod']"
471,"['watch', 'although', 'ill', 'probably', 'watch', 'torchwood', 'net', 'assume', 'abc', 'fast', 'track']"
472,"['read', 'suck']"
473,"['someone', 'look', 'abit', 'dash', 'pink', 'shame', 'hes', 'talk', 'though']"
474,"['sorry', 'crappy', 'hope', 'enjoy', 'real', 'girl', 'think', 'sweet', 'gosling', 'outstanding']"
475,['home']
476,"['glasgow', 'today']"
477,"['guy', 'call', 'mum', 'confiscate', 'phone', 'mine']"
478,"['lack', 'sleep', 'lead', 'major', 'head', 'ach']"
479,"['aww', 'thanks']"
480,"['watch', 'sam', 'sad']"
481,['shit']
482,"['rachel', 'see', 'briton', 'talent', 'tour', '13', 'cant', 'wait', 'soft', 'diversity']"
483,"['wish', 'freaking', 'book', 'something', 'devon', 'back', 'guy', 'ready', 'alone', 'soooo', 'bore']"
484,"['lao', 'bore', 'call', 'ur', 'cellphone', 'aint']"
485,"['aww', 'suck', 'always', 'wo', 'angela', 'time', 'lol', 'forbes', 'mean', 'tammy']"
486,"['probably', 'tabasco']"
487,"['feel', 'blah', 'dam', 'flu']"
488,['eat']
489,"['gettin', 'ready', 'beer', 'tequila', 'shot', 'mom', 'friend', 'hat', 'relax', 'tomorrow', 'photo', 'shoot']"
490,"['read', 'bow', 'wonder', 'many', 'company', 'stop', 'speak', 'employee', 'death', 'old', 'management', 'way']"
491,"['kinda', 'hat', 'summer', 'suck']"
492,"['wish', 'able', 'stay', 'hang', 'screw', 'around']"
493,"['cant', 'shut', 'mind', 'rest']"
494,"['zac', 'break', 'finally', 'wait', 'long', 'know', 'ur', 'people', 'face', 'offs']"
495,"['well', 'gon', 'na', 'call', 'nite', 'twitter', 'game', 'tired', 'want', 'even', 'playin', 'sweet', 'dream']"
496,"['feel', 'really', 'bad', 'whale']"
497,"['teeth', 'check', 'eye', 'die', 'coffee', 'cant', 'drink', 'hour']"
498,"['guess', 'listen']"
499,['ideas']
500,"['soooo', 'small', '5', 'foot']"
501,"['morning', 'today']"
502,"['alive', 'sick', 'really', 'really', 'really', 'sick']"
503,"['yes', 'ar', 'eta', 'haha', 'congrats']"
504,"['since', 'regent', 'easy', 'algebra', 'fail', 'though']"
505,['mood']
506,"['one', 'episode', '90210', 'swear', 'ill', 'sleep']"
507,"['still', 'chore']"
508,"['take', 'cruiser', 'spin', 'shes', 'beauty']"
509,"['swim', 'yesterday', 'yeah', 'fun', 'child', 'always', 'play', 'hard', 'nice', '2', 'soak', 'sun']"
510,"['hahaha', 'life']"
511,"['guess', 'make', 'cookies', 'best', 'medium', 'lady', 'world', 'mean', 'brag', 'real', 'time']"
512,"['add', 'tell', 'ashley', 'sent', 'please', 'thank']"
513,"['ta', '10', 'million', 'people', 'enter', 'chance', 'ill', 'one']"
514,"['even', 'bagel', 'today']"
515,"['wish', 'well', 'miss']"
516,"['sean', 'show', 'tonight', 'excite', 'see', 'guy', 'still', 'dinner', 'soon']"
517,"['thanks', 'parent', 'way', 'earlier', 'want', 'ugh', 'guess', 'ill', 'eat', 'pool', 'bar', 'start']"
518,"['tequila', 'bastard']"
519,"['wooh', 'someone', 'cool', 'follow']"
520,"['know', 'divvy', 'thanks', 'ex']"
521,"['maybe', 'someone', 'hack', 'account', 'know', 'wish', 'could', 'help']"
522,"['babysitting', 'two', 'youngest', 'cousin', 'sanford', 'ill', 'six']"
523,"['ur', 'video', 'aww', 'ur', 'nice', 'haha']"
524,"['supervisor', 'drive', 'fu', 'crazy', 'miss', 'buddy', 'tonight']"
525,"['make', 'effort']"
526,"['hey', 'sweep', 'happy', 'monday']"
527,"['lol', 'plan', 'ex']"
528,['thank']
529,"['want', 'play', 'sims', '3']"
530,"['id', 'almost', 'give', 'hope']"
531,"['yep', 'last', 'night']"
532,"['learn', 'twitter', 'sum', 'service', 'twee', 'longer', 'shame', 'phone', 'twitter', 'seem', 'friend']"
533,"['send', 'inspirational', 'lol']"
534,"['life', 'really', 'stupid', 'confuse']"
535,"['eco', 'fest', 'fun']"
536,"['aw', 'ball', 'new', 'shirt', 'aerie', 'today', 'fit', 'wear', 'medium', 'small', 'one']"
537,"['live', 'pronto', 'hat']"
538,"['feel', 'crappy', 'sore', 'throat']"
539,"['update', 'bricked', 'phone', 'book']"
540,"['pretty', 'haha', 'spain', 'kiss']"
541,"['could', 'eat', 'another', 'pizza', 'right', 'thing', 'fruit', 'instead']"
542,"['blood', 'drive', 'area', 'ill', 'keep', 'look']"
543,"['say', 'bait', 'ang', 'mahal', 'aman']"
544,[]
545,"['ouch', 'really', 'fucking', 'hurting', 'bad']"
546,"['ago', 'sit', 'chat', 'sit', 'miss', 'best', 'friend', 'ugh', 'also', 'bad', 'headache', 'safe']"
547,"['brilliant', 'always', 'want', 'sister', 'esp', 'brass', 'euro', 'one']"
548,"['limit', 'story', '140', 'oh', 'tell', 'annoy', 'help', 'relieve', 'stress']"
549,"['skip', 'picture', 'way', 'gon', 'na', 'suck', 'without', 'phone']"
550,"['recent', 'new', 'follower', 'quit', 'silence', 'say', 'hi']"
551,"['carl', 'already', 'open', 'would', 'great', 'walk', 'distance', 'office']"
552,"['ha', 'thanks', 'ill', 'keep', 'ya', 'updated']"
553,"['ouch', 'nightmare']"
554,"['kid', 'vip', 'enter', 'contest', 'online', 'boy', 'toy', 'jesse', 'call', 'name']"
555,"['cute', 'reminds', 'lollipop']"
556,"['ooo', 'peep', 'watch', 'eurovision', 'watch', 'iceland', 'pretty', 'portugal', 'make', 'smile', 'outfit']"
557,"['kid', 'really', 'drive', 'nut', 'sometimes', 'always', 'end', 'yell', 'even', 'though', 'try', 'calm', 'quiet', 'push', 'button']"
558,"['hang', 'alyssa']"
559,"['morning', 'time', 'ready', 'dance', 'flamingo', 'tonight']"
560,"['well', 'bed', 'ill', 'talk', 'soon', 'sweet', 'dream', 'ciao']"
561,['sign']
562,"['shower', 'toilet', 'sink', 'water', 'toothbrush', 'plate', 'fork', 'milk', 'clothing', 'car', 'specific', 'order', 'oh', 'never', 'order', 'life']"
563,"['start', 'miss', 'lovely', 'boy']"
564,"['kill', 'knee', 'hurtle', 'soo', 'much']"
565,[]
566,[]
567,"['time', 'sleep', 'hear', 'sam', 'sleepwalk', 'room', 'really', 'scar']"
568,"['last', 'hour', 'quick']"
569,"['morning', 'everybody']"
570,"['news', 'extra', 'eclipse', 'please']"
571,"['find', 'dexter', 'bit', 'dull', 'start', 'huge', 'fan', 'watch', 'third', 'ep', 'still', 'hate', 'suck']"
572,"['exhaust', 'blast', 'camp', 'year', 'ready', 'teen', 'camphor', 'ive', 'ta', 'babysit', 'katie', 'tonight']"
573,"['sad', 'wednesday', 'julio', 'die', 'nothing', 'stop', 'pain', 'julio', 'mush', 'angel']"
574,"['hand', 'wrap', 'exhausted']"
575,"['miss', 'guy', 'already']"
576,"['fall', 'asleep', 'class']"
577,"['welcome', 'back']"
578,"['hate', 'relate', 'posso', 'much', 'recently', 'sadden', 'greatly']"
579,"['aunt', 'pick', 'boy', 'morning', 'blast', 'black', 'eyed']"
580,"['agree', 'lemonade', 'also', 'business']"
581,"['apparently', 'problem', 'power', 'adapter', 'battery', 'connection', 'ac', 'battery', 'charge']"
582,"['dang', 'whoever', 'girl', 'issue', '38', 'hot', 'keep', 'seein', 'talkin', 'money']"
583,"['never', 'mind', 'look', 'ol', 'cancer', 'age']"
584,"['hubby', 'lucky', 'indeed']"
585,"['lunch', 'wash', 'dish', 'right', 'time', 'yay', 'nice']"
586,"['back', 'baseball', 'man', 'lose', '5', 'game', 'row']"
587,"['yes', 'really', 'shit', 'sometimes', 'believe', 'win']"
588,"['yeah', 'win', 'lottery']"
589,['headache']
590,"['never', 'try', 'usually', 'cut', 'hot', 'dog', 'comfort', 'food']"
591,"['far', 'many', 'short', 'period', 'time', 'nice']"
592,"['thats', 'happen', 'hot', 'pot']"
593,"['rate', 'timeout', 'crossword', 'personal', 'choice']"
594,"['bed', 'ily', 'adam']"
595,"['tell', 'guy', 'herb']"
596,"['log', 'great', 'news', 'land', 'page', 'twilight', 'book', 'new', 'moon']"
597,"['phone', 'kill', 'ipod', 'gorgeous', 'smash', 'screen', 'life']"
598,"['way', 'life', 'really', 'atm', 'know', 'anything']"
599,"['look', 'phone', 'picture', 'aww', 'pic', 'mean', 'delete']"
600,"['beautifull', 'evening', 'holland', 'wish', 'id', 'able', 'sleep', 'tonight', 'light', 'outside', 'blame', 'equator']"
601,"['happy', 'birthday', 'heading', 'ny', 'soon', 'exciting', 'time', 'life']"
602,"['exhaust', 'still', 'havent', 'sleep', 'story', 'life']"
603,"['messing', 'new', 'phone', 'hehe']"
604,"['ba', 'ba', 'ba', 'really', 'stand', 'proud', 'tall', 'pure', 'awesomeness', 'ah', 'load']"
605,"['ellen', 'wont', 'feed', 'say', 'waste', 'food']"
606,"['think', 'keith', 'leave']"
607,"['starve', 'nothing', 'eat', 'fucking', 'apple']"
608,"['hahaha', 'well']"
609,"['order', 'new', 'lion', 'glass', 'replace', 'one', 'run']"
610,"['fuck', 'movie', 'disneyland', 'paris', 'nba', 'parade', 'halloween', 'tim', 'burton', 'direct', 'coraline']"
611,"['stick', 'retreat', 'stuff', 'iran', 'rude', 'mug', 'someone', 'yesterday']"
612,['thanks']
613,"['pity', 'bart', 'simpson', '10', '8']"
614,"['argh', 'sooo', 'look', 'forward', 'see']"
615,"['either', 'las', 'nite', 'tho']"
616,"['yes', 'havent', 'bed', 'yet', 'either', 'pick', 'say', 'goodbye', 'ill', 'back', 'soon', 'send', 'pic']"
617,"['way', 'er', 'pers', 'feel', 'better', 'pers']"
618,"['home', 'food', 'thinkin', 'house', 'friend', 'say', 'sin', 'city', 'rave', 'tomb', 'thats', 'whats']"
619,"['really', 'want', 'take']"
620,"['michael', 'throw', 'party', 'next', 'fact', 'able', 'come', 'best', 'friend', 'ever']"
621,"['start', 'many', 'hour', 'ex']"
622,"['martin', 'miss', 'game', 'worth', 'though', 'hope']"
623,"['yep', 'right', 'ill', 'stop', 'retreat', 'right']"
624,"['laptop', 'die']"
625,"['want', '2', 'follow', 'automatically', 'every', 'follow', 'demo']"
626,"['night', 'people', 'back', 'house', 'thanks', 'god', 'weekend', 'funny']"
627,"['much', 'chaos', 'occur', '9', 'ugh']"
628,"['congrats', 'sway', 'sway', 'radio']"
629,"['follow', 'follow', 'cavity']"
630,"['want', 'feck', 'home', 'dad', 'shout']"
631,"['drive', 'turtle']"
632,"['yer', 'well', 'piss', 'annoy', 'shop', 'lol', 'ok']"
633,"['wifi', 'find', 'attention', 'draw', 'elsewhere', 'super', 'sexy', 'surfer', 'guy', 'beach', 'right', 'outside', 'window']"
634,"['baby', 'dog', 'ashley']"
635,"['accordion', 'concert', 'saturday', 'anyone', 'know', 'way', 'stop', 'hand', 'sweat', 'always', 'nervous', 'mess', 'wet', 'hand']"
636,"['sooo', 'burnt', 'fell', 'asleep', 'pool', 'gary', 'dawn', 'douche', 'kick', 'time']"
637,"['finally', 'sit', 'meal', 'old', 'massage', 'ease', 'ache', 'back']"
638,"['happy', 'may', 'star', 'war']"
639,"['oooo', 'luck', 'seriously', 'hear', 'thats', 'super', 'hot', 'right', 'anyway']"
640,"['say', 'aint', 'soda']"
641,"['two', 'favorite', 'male', 'artist', 'know', 'somebody', 'way', 'esse']"
642,"['currently', 'lie', 'bed', 'listen', 'killer', 'drink', 'lemonade', 'moaning', 'sore', 'throat', 'hurt']"
643,"['spit', 'floor', 'use', 'thats', 'simpson', 'way', 'past', 'prime']"
644,"['back', 'everything', 'time']"
645,"['ready', 'home', 'tired']"
646,"['lol', 'link', 'fact', 'want', 'see', 'sorry']"
647,"['break', 'stand', 'outside', 'happy', 'indeed']"
648,"['back', 'home', 'house', 'whole', 'heart']"
649,"['palm', 'pre', 'sell', '2', '12', 'hour', 'morning', 'awesome']"
650,"['recount', '1', 'vote', '3', '1', 'cherry', 'ripe', '2', 'turkish', 'delight', 'turkish', 'delight', 'thanx', 'vote', 'everyone']"
651,"['want', 'cracked', 'screen', 'mine', 'drop', 'garage']"
652,"['sleepy', 'sleep', 'night', 'come', 'photograph', 'beautiful', 'morning']"
653,"['whoa', 'grandparent', 'grandpa', 'beat']"
654,"['wan', 'na', 'lady', 'gag', 'showcase', 'korea', 'club']"
655,"['ang', 'cute', 'aman', 'norma', 'ni', 'wanna', 'sa', 'precious', 'heart']"
656,"['think', 'crow', 'take', 'one', 'baby', 'bird', 'garden', 'today', 'know', 'nature', 'still']"
657,"['drink', 'diet', 'coke', 'help', 'wake', 'family', 'reunion', 'today', 'foot', 'foot']"
658,"['guess', 'line', 'sprint', 'store', '25', 'palm', 'pres']"
659,"['ugh', 'finish', 'algebra', 'exam', 'think', 'gon', 'na', 'stay', 'back', 'lao']"
660,"['lose', 'calculator', 'lol']"
661,"['back', 'walk', 'dog', 'drink', 'white', 'grape', 'juice']"
662,"['watch', 'video', 'youtube', 'sing', 'preview', 'new', 'single', 'cant', 'wait', 'hear', 'full', 'song']"
663,"['miss', 'spoon', 'people']"
664,"['la', '10', 'min', 'late', 'movie', '127', 'min', 'long', 'ive', '5', 'cant', '220', 'show', 'either', 'bugger']"
665,"['study', 'motif', 'objective', 'behind', 'wood', 'role', 'white', 'men', 'cant', 'jump']"
666,"['eat', 'easter', 'egg', 'know', 'abit', 'early']"
667,"['really', 'want', 'back']"
668,"['feel', 'take', 'afford', 'look', 'forward', 'dab', 'cup', 'final', 'try', 'night', 'though', 'weirder']"
669,"['sexy', 'dark', 'chocolate', 'lot', 'lol', 'bad', 'sorry', 'parasite', 'sexy', 'much', '4']"
670,"['haha', 'forget', 'crazed', 'christmas', 'tree', 'season', '2', 'new']"
671,"['sorry', 'thats', 'miley', 'eyebrow', 'way', 'face', 'round', 'chick', 'white']"
672,"['morning', 'everyone', 'school', 'tell', 'great', 'tale', 'bos']"
673,"['lao', 'ta', 'wait', 'new', 'phone', 'lol', 'cam', 'crack']"
674,"['card', 'cancel', 'decline', 'app']"
675,"['back', 'second', 'place', 'wont', 'vote', 'yes', 'vote', 'one', 'many', 'others', 'seem']"
676,"['mass', 'year', 'celtic']"
677,[]
678,"['assist', 'tell', 'justine', 'mo', 'sleep']"
679,"['fail', 'medical', 'must', 'thinner']"
680,"['soo', 'happy', 'home', 'kind', 'mess']"
681,"['yeah', 'try', 'make', 'warmer', 'fire', 'stove', 'write', 'earlier', 'always', 'ok', 'always', 'today']"
682,"['weekend', 'hope', 'blast', 'sorry', 'delay', 'still', 'new']"
683,"['gon', 'na', 'try', 'finish', 'write', 'sarah', 'bed', 'church', 'night', 'everyone']"
684,"['know', 'rebel', 'home', 'already', 'cause', 'cant', 'reach']"
685,"['sooo', 'happy', 'know', 'could', 'xo']"
686,"['restaurant', 'city', 'addict', 'pas', 'con', 'play', 'haha', 'know', 'exactly', 'youll', 'look', 'stop', 'hahaha', 'ily']"
687,"['want', 'sleep', '4', 'hour', 'really', 'hope', 'wake', '4', 'hour']"
688,"['know', 'shes', 'sick']"
689,"['guess', 'supermarket', 'edinburgh']"
690,"['still', 'watch', 'code', 'glass', 'ad']"
691,"['lady', '4', 'month', 'checkup', 'mean', 'shot']"
692,"['saw', 'tweet', 'mini', 'tweet', 'keith', 'ferrari', 'event', '530']"
693,"['fuck', 'fuck', 'life']"
694,"['playin', 'pokemon']"
695,"['hope', 'awesome', 'time', 'ingrid']"
696,"['people', 'sign', 'hold', 'exclude', 'fair']"
697,"['48', 'aussie', 'kid', '12', 'month', 'prescribe', 'antidepressant', 'last', 'year', 'thats']"
698,"['morning', 'twitter']"
699,"['suck', 'old', 'avail', 'holiday', 'visa', 'valid', 'australian']"
700,"['miss', '1111', 'damn']"
701,"['ergo', 'tire', 'min']"
702,"['morning', 'everyone', 'lose', 'job']"
703,"['ipod', 'iphone', 'winter', 'og', 'come']"
704,"['rip', 'best', 'macintosh', 'ever', 'dell', 'phase', 'mini', '9', 'look', 'mine', 'time', 'via']"
705,"['awesome', 'graduation', 'congrats', 'class', '09']"
706,"['know', 'anyway', 'patsy', 'bed', 'night', 'yall', 'xoxo']"
707,"['id', 'either', 'nose', 'ring', 'eyebrow', 'bar', 'opinion']"
708,"['aww', 'bug']"
709,"['jonas', 'brother', 'ad', '2', 'late', 'damn']"
710,"['tire', 'live', 'packed', 'forward', 'big', 'move', 'week']"
711,"['carrie', 'post', 'early', 'make', 'laugh', 'look', 'posh', 'boy', 'boy', 'school', 'job', 'though']"
712,"['haha', 'noooo', 'mad']"
713,"['jenny', 'lo', 'cree']"
714,"['thing', 'today', 'skim', 'glossy', 'mag', 'nail', 'watch', 'dad', 'bad', 'eh']"
715,"['hell', 'lot', 'mate', 'stuff', 'sit', 'flat', 'staring', 'wall']"
716,"['happy', 'mother']"
717,"['ah', 'wait', 'mean', 'less']"
718,"['back', 'e', 'already', 'invite', 'next', 'duty']"
719,"['morning', 'babe', 'see', 'move', 'level', 'mafia', 'war']"
720,"['milk', 'look', 'dry', 'cereal', 'breakfast']"
721,"['sorry', 'hear', 'area', 'trail', 'derailment', 'yesterday', 'one', 'lady', 'kill']"
722,"['cool', 'song', 'brother', 'gon', 'na', 'mav', 'award', 'come']"
723,"['finish', 'watch', '11', 'briar', 'rise', 'hooray']"
724,"['connect', 'well', 'see']"
725,"['ah', 'ok', 'sorry', 'least', 'time', 'li', 'short', 'fun', 'ny']"
726,"['tire', 'turn', 'internet', 'play', 'morning']"
727,"['25', 'year', 'old', 'pa', 'yeah', 'due', 'replacement', 'wish', 'could', 'afford', 'mac']"
728,"['cool', 'cool', 'glad', 'know', ""one'll"", 'check']"
