,rating,text
754,4,seem imposs improb
755,0,cant sleep music box
756,4,file like smell
757,4,kevlar soooo great love good live haha pour u though make much better
758,0,one hate text mum wish mother day jerk
759,4,oh dear god night
760,4,pop 3 grand sound cheap cant lend
761,0,laptop thing crash firebox regular basi
762,0,quit make everi second count cuz miss whenev around quit sad music play sight
763,4,whole album
764,0,tri find someth interest watch
765,0,well obvious amp ink get ta find way get airport get lol suck get ta car
766,0,anthem froze ex
767,0,lao build fun actual do
768,4,good britain choos right
769,0,im cheater suh dont get fair trial
770,4,turtl ive rick roll even fulsom jug
771,0,slouch bet peopl believ mistreat oy bad know realli go eh
772,4,sit beach could day everyday
773,4,finish eat dinner im full haha happi birthday dearest mom
774,4,enjoy lunch hope nice birthday yesterday megan
775,4,maxin ya that beef sandwich garlic toast sweet dark sauc
776,0,strong feel time wast moment amp may feel even stronger soon
777,0,hate move apt disast box everywher
778,4,woo convinc buddi jon buy coffe tomorrow morn head morrison
779,0,exactli cri
780,0,cargo wan na see laser
781,0,aw hot corpor guy go get tell goodby
782,4,charg oh yeah 69 59
783,0,good luck hard one shake
784,0,limit one friend guess wo earli night
785,4,majest lot work paint shop pro program jon pic upload
786,0,ink hell im
787,0,still anxiou
788,0,la one problem fuck sun
789,4,new australian travel websit travel roo explor
790,4,lamin today see carmen sure someth fun
791,4,stealth crash go ninja style
792,4,final work
793,0,cant sleep
794,4,ca pizza dinner go drop deposit car
795,4,like take bing mean quit googl quit
796,4,clock shut eff cheerio amp bloodi good even
797,4,like matt id luck haha jerk follow follow
798,4,time gym lunch mayb play tiger wood 10 sinc brett work
799,4,cant wait global french final geometri bio regent
800,4,dont miss much home
801,4,get 100 follow day use add everyon train pay vip
802,4,wonder hear great thank love tweet
803,4,want go school oh well get earli anyway
804,4,happi birthday hope awesom one show great indi bow
805,4,6 flight bar harbor tomorrow unless u jet borrow ca get portland tweet tonit
806,0,realiz today day forget donat miss cousin
807,0,doesnt like home alon
808,4,gon na go anyon wan na join coffe let know
809,4,twitter alway get end
810,4,jennif
811,0,quit realli tit dude quit gina
812,0,finish highschool forev
813,4,grasp mean write code surviv forev
814,4,tell gon na trend topic
815,4,eurovis amaz
816,4,cun swede take world ikea meatbal eat 15
817,0,think one left colleg
818,4,setup bulletin god send thank
819,0,man arm hurt like hell get vaccin start colleg
820,4,mexican fan
821,4,soooo want gay boyfriend lol sooo understand one love one guy friend gay best
822,0,awar latest blog post broken ie use work fine firebox though
823,4,good news morn fee come visit fester
824,0,dog seem comfort
825,4,hehe
826,4,new updat lap go hit commun level find goodi
827,4,thank hun
828,0,im sorri hun thought thing go well
829,4,sent request myspac mak later
830,0,nooo drive friendli school line like crazi long haha
831,4,music amaz esp song u breath
832,4,bang like drum
833,0,demigod hear
834,0,looki conni make person twitter account ca alway say id like site one
835,0,studi stupid poem thing hate english
836,4,take easi didnt insult hilari
837,4,get back cousin hous
838,4,road yet mayb get earli ride tomorrow hop rain hold
839,4,spin round round fizz shoot straight fizzl glide look amaz
840,4,get home work relax
841,0,sure cuz lot lurker hater come corrupt board
842,0,come littl rise close perman one use
843,4,ye erudit way say think
844,0,serious jon u 2 nothin last forev still ya go say truth
845,4,kayle oooooh way think good lol good luck studi today lover
846,0,would help would answer someon writ noth come back
847,0,capon never play burnout
848,0,huge list ice mocha readi go run errand forev home
849,0,feel bad littl sister put lot money saab take full coverag last week total yesterday
850,0,two year ive never hug
851,0,complet document fail respect afraid mayb pant get
852,0,feel bad mike tyson daughter hope get well
853,4,haha
854,4,today last day ever skip school expect see
855,0,haha dad sound awesom mine bald
856,0,leg
857,4,aye wassup
858,4,back home
859,0,might knock berlin head big shame pencil winter
860,4,sure come back sweetheart miss
861,4,yay noth like make entir famili someth
862,0,guess alway fun hous
863,0,wonder dinner cuz explor littl london need pack trip back home tomorrow voodoo
864,0,get uni find room internet connect doesnt work leav pod 50 mile away home
865,0,bank broadband 24
866,0,total wash heck outta car home bore
867,4,go littl bit
868,0,might go bed soon catch fu back
869,0,30 live yet ipod touch og yet bad time
870,4,feel pressur right happi mother day peopl
871,0,probabl tonight get geneviev readi bed dont know id dig twilight lot school work
872,0,okay decid dye hair back red dye ball miss much
873,0,take care toddler fever poor babi
874,4,oh cute enjoy pizza
875,4,also squirt tear duct well
876,0,beauti
877,0,today feel like friday bad
878,4,well feel walk room see magazin plaster everywher feel great
879,4,great flight
880,4,time go much faster set last night morn reason mayb fun lol ok def fun
881,4,3
882,4,go guess miss friend
883,0,person peopl target audienc spare sorri
884,0,hate yell sworn
885,0,edwardian jug worri get hand
886,0,babi never see person take shower everyday never leav couch wast water
887,0,sigh girl make
888,4,yippe final curtain drawn lord ca thank enough await sleep 3 3 3
889,0,stuck work till 5
890,0,napoleon amp tabitha routin week
891,0,someth bit forehead sleep time weekend sweet
892,4,weather pretti gorgeou bright sunni
893,0,om final get start think twitter hat
894,4,parachut welcom best wish bless
895,4,drivin shadi slope boyz back day bout get milkshak chill
896,4,thank might add forget box
897,4,alreadi drum
898,0,gloriou weather shame chang monday
899,0,breakfast full though need wash hair
900,0,gut kitchen empti liter empti even kid hungri
901,4,taani mom bacon cheeseburg bake potato coke sound satisfi good right lol frosti
902,0,wash await
903,0,clean dish hope dishwash instead
904,0,hope one week late
905,0,head still bump get home help
906,4,know back 2
907,0,haha swamp thought drama keep work
908,4,hahaha yeah right forget part
909,4,proudli south african would want anywher els earth right
910,4,haha iya dah lo kin metronom anyway
911,4,3 comment
912,0,alreadi someon gay meet u
913,4,good morn gon na take shower
914,0,almost nando chicken burger tonight favorit south african fast food line long fu
915,4,im current watch spongebob haha
916,0,alright twitter gotten messag send phone past two day know twitter
917,4,go day chandler noell clayton sam kenni itt go game
918,0,om one
919,0,dissapoint mav award best movi last night world twilight beat batman
920,0,go movi go miss start new top gear season download
921,0,stuck traffic tow mba tina hous yoga
922,0,poor u die friday u shouldnt mess wif jenna man like 3 jenna ok im fuck herb
923,4,wish mother happi mother day
924,4,school today
925,4,revis sunbath love weather ya think
926,0,froze bore tire next week exam
927,4,happi mother day
928,0,wish want poor
929,4,limit stori 140 car tell annoy help reliev stress
930,0,think sit he way couch
931,4,rid shitti kyle sing danc countri oh man love summer
932,4,na sleep mum take piti man weirdo
933,4,enjoy summer vacat
934,0,rain stupid wan na play outsid
935,4,nooooo ca wait today app good hope
936,0,richmond work 11 morn
937,0,wish could go back time never see battlestar galactica start best show ever
938,0,head head aww
939,4,would great could make notifi playlist mayb collabor one peopl could add
940,0,say tell someth know buddi
941,0,ah sound cat pain scare
942,4,ie near 6 accord stat adopt rate amaz
943,4,monthli peopl stop go concert stop pay crazi price hype go away agre enough alreadi
944,0,depress new app alpha even complex last app version long small dev team day
945,4,elixir lol unfortun sunday dunno go co shall doubt id id go saturday night
946,4,countdown quit gino quit 1 hour 4 minut
947,0,worst headach
948,4,motiv work hard
949,4,superl back neck as breast must pick one
950,0,talk european fellow cycl across u jealou tri save year
951,4,young goodi rob
952,4,quiet time hotel room head go shop
953,4,wan na know stage
954,0,beauti sunni stick grotti warehous
955,4,enough today good night
956,4,love spend time sister tire relax watch friend
957,4,morn go swim today box
958,4,quit come back meet peopl enjoy day super hot today man uh quit
959,0,goodby next like month
960,0,babi
961,0,home alon babi town
962,0,sigh half person today
963,4,shake hi nice know u love juju
964,0,stoke amaz love kinda stuff dont camera
965,0,tell u guy would fall ban asleep ju wake like 10 min ago lol hate plastic retain hurt brace never hurt
966,0,u leav u come bak
967,0,danni thing comic watch actor variou quirk miss buffi
968,0,good freak morn total sleep text walk etc morn person
969,4,nice even well three day weekend hour away
970,0,need haircut style idea
971,4,villain quot lyric nin agre know encourag ok even put smiley
972,4,welcom follow trey song fan like page
973,0,alkali peopl tri get good shot peopl tri help wound protest
974,0,offici move juli goodby gah yay time
975,0,sinc cant sleep
976,0,spend last full day germani plan eat weight italian ice cream good
977,0,time shower last day 2 week break boo
978,4,sarah ye say meet earlier meet pretti good end almost felt like parti mi mess
979,4,refresh run
980,0,euripid neither ever get wan na get spongebob bac amp boston creat great pa amp brit get worst shite
981,4,scrub damn hot littl emma uber ador famili love
982,0,say bye jessica summer
983,0,sad saturday visit ticket sell found
984,4,ill give yo klondik bar
985,0,greasi breakfast ian nearli die last night massiv car dome gash feel respons
986,4,listen berlin pass
987,0,wonder bother antibiot feel like shit writer block
988,0,like est day day combin feel well actual
989,0,spring break bout finish
990,4,chri
991,4,retir le 10 year lucki u deserv though hang
992,4,last night great 4 coke crew best john man wat creep
993,0,furi doesnt like thunder
994,0,ill teach year ive forgotten everyth alreadi panic panic
995,4,explain real 5 way like cigarett
996,0,still home go section morrow
997,0,good night need alway
998,4,confess one favorit song time hump
999,0,sausag de sugar sim
1000,4,quit know face recess music ya make go make great depress quit jazz note say goodnight
1001,4,om final friend emo fag
1002,0,pretti annoy
1003,0,germ hey care tri add know joke cud fit smiley alyssa ex
